incident_id,event_date,town,location_raw,district,governorate,deaths_final,injuries_final,attack_type,target_description,first_nna_report,final_nna_update,nna_url_count,all_nna_urls,all_article_ids,location_ambiguous,casualty_count_ambiguous,merge_notes
INC-0180,2026-03-24,بشامون (Bshamoun),بشامون,Aley,Mount Lebanon,3,4,airstrike,unspecified,2026-03-24T04:49:00.000+02:00,2026-03-24T09:25:00.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/422141/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%885-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D8%B4%D8%A7%D9%85%D9%88%D9%86-2;https://www.nna-leb.gov.lb/ar/news/422204/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A8%D8%B4%D8%A7%D9%85%D9%88%D9%86-%D9%88%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%85%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%B7%D9%81%D9%84%D8%A9-2,422141;422204,0,0,"update in 422204 (3, incl. a 3-year-old girl) | MoPH update to 422141 (2->3), includes a 3-year-old girl"
INC-0181,2026-03-24,حبوش (Habbouch),حبوش,Nabatieh,Nabatieh,3,18,airstrike,unspecified,2026-03-24T22:32:39.000+02:00,2026-03-24T22:32:39.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422404/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AD%D8%A8%D9%88%D8%B4-3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%8818-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,422404,0,0,"distinct date from the earlier March 22 Habbouch strike (421924) and the March 18 Habbouch strike (420868, batch 6)"
INC-0182,2026-03-24,حلتا (Halta),حلتا - العرقوب,Hasbaya,Nabatieh,1,1,ground incursion/raid,15-year-old (kidnapping of another resident during the same raid),2026-03-24T05:24:00.000+02:00,2026-03-24T14:11:00.000+02:00,3,https://www.nna-leb.gov.lb/ar/news/422142/%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D9%84%D9%8A%D9%84%D8%A9-%D8%AD%D8%A7%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%B9%D8%B1%D9%82%D9%88%D8%A8-%D9%88%D9%85%D8%AD%D8%A7%D9%88%D9%84%D8%A7%D8%AA-%D8%AA%D9%88%D8%BA%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D9%82%D9%88%D8%B2%D8%AD-2;https://www.nna-leb.gov.lb/ar/news/422160/%D9%82%D9%88%D8%A9-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%A7%D9%82%D8%AA%D8%AD%D9%85%D8%AA-%D9%85%D9%86%D8%A7%D8%B2%D9%84-%D9%81%D9%8A-%D8%AD%D9%84%D8%AA%D8%A7-%D9%85%D8%B7%D9%84%D9%82%D8%A9-%D8%A7%D9%84%D9%86%D8%A7%D8%B1-%D8%B9%D9%84%D9%89-%D9%82%D8%A7%D8%B7%D9%86%D9%8A%D9%87%D8%A7-%D9%88%D8%A7%D9%84%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%88%D8%A3%D8%B3%D9%8A%D8%B1-2;https://www.nna-leb.gov.lb/ar/news/422303/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%A8%D9%86-15-%D8%B9%D8%A7%D9%85%D8%A7-%D8%B4%D9%87%D9%8A%D8%AF-%D8%AE%D9%84%D8%A7%D9%84-%D8%AA%D9%88%D8%BA%D9%84-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A-%D9%81%D9%8A-%D8%AD%D9%84%D8%AA%D8%A7-2,422142;422160;422303,0,0,"named: Mohammad Ali Hatem Abdel Aal; 4 residents also kidnapped in same raid; detail/update in 422160; article also covers Zafta (2 injured, no death), Sarbin/Hariss/Rashaf/Deir Antar/Toulin strikes and Qawzah clashes w/ no deaths given here | detail/update to 422142 - same incident, names injured (Ashraf Khalil al-Qadiri) and kidnapped (Shadi Karam Abdel Aal) - do not double count | same village and likely same broader raid as 422142/422160 but a distinct additional victim (age 15) and a separate kidnapping - flag heavily for merge review re: whether this is the same overall incident"
INC-0183,2026-03-24,سلعا (Sal'a),سلعا,Tyre,South Lebanon,2,5,airstrike,residence,2026-03-24T05:58:00.000+02:00,2026-03-24T09:25:00.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/422152/4-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%884-%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B3%D9%84%D8%B9%D8%A7-%D9%88%D9%82%D8%B5%D9%81-%D9%85%D8%AF%D9%81%D8%B9%D9%8A-%D9%84%D9%84%D9%86%D8%A7%D9%82%D9%88%D8%B1%D8%A9-%D9%88%D8%A3%D8%B7%D8%B1%D8%A7%D9%81-%D8%B9%D9%84%D9%85%D8%A7-%D8%A7%D9%84%D8%B4%D8%B9%D8%A8-%D9%81%D8%AC%D8%B1%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/422204/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A8%D8%B4%D8%A7%D9%85%D9%88%D9%86-%D9%88%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%85%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%B7%D9%81%D9%84%D8%A9-2,422152;422204b,0,0,"article also covers Naqoura/Alma al-Shaab artillery w/ no deaths; MoPH update 422204 gives a lower count (2) - flag discrepancy | same source article as 422204; MoPH update to 422152 - lower count (4->2), flag discrepancy; split into own row"
INC-0184,2026-03-24,صريفا (Srifa),صريفا,Tyre,South Lebanon,3,0,airstrike,unspecified,2026-03-24T09:25:00.000+02:00,2026-03-24T09:25:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422204/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%A8%D8%B4%D8%A7%D9%85%D9%88%D9%86-%D9%88%D8%A8%D9%84%D8%AF%D8%A7%D8%AA-%D9%81%D9%8A-%D9%82%D8%B6%D8%A7%D8%A1-%D8%B5%D9%88%D8%B1-%D9%85%D9%86-%D8%A8%D9%8A%D9%86%D9%87%D9%85-%D8%B7%D9%81%D9%84%D8%A9-2,422204c,0,0,"same source article as 422204; new/distinct Srifa incident this date; split into own row. Article also gives Aitit: 2 injured only (no death) - consistent w/ 422110's single-death report, not additive"
INC-0185,2026-03-24,عدلون (Adloun),عدلون,Sidon,South Lebanon,4,1,airstrike,unspecified,2026-03-24T22:42:35.000+02:00,2026-03-24T22:42:35.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422407/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%B9%D8%AF%D9%84%D9%88%D9%86-4-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%88%D8%A7%D8%AD%D8%AF-2,422407,0,0,"same-day as 422220's Adloun-area report (2 dead) - possibly the same strike with a different/updated count, flag for merge review"
INC-0186,2026-03-24,كفرتبنيت (Kfartebnit),كفرتبنيت,Nabatieh,Nabatieh,1,0,airstrike,unspecified,2026-03-24T09:44:00.000+02:00,2026-03-24T09:44:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422206/%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AD%D8%A7%D8%B1%D9%88%D9%81-%D9%88%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%A7%D9%84%D9%86%D8%A7%D8%B8%D8%B1-%D8%A7%D9%84%D8%B9%D8%A7%D9%85-%D9%81%D9%8A-%D9%85%D8%B9%D9%87%D8%AF-%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D8%A7%D9%84%D9%81%D9%86%D9%8A-%D8%A7%D9%84%D8%B1%D8%B3%D9%85%D9%8A-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%AA%D8%A8%D9%86%D9%8A%D8%AA-2,422206,0,0,"named: Mahmoud Hamad (school inspector, explicit occupation); article also mentions a Haroof drone strike w/ no deaths given here"
INC-0187,2026-03-24,كونين (Kounine),كونين - محلة البركة,Bint Jbeil,Nabatieh,1,0,airstrike,unspecified,2026-03-24T18:49:00.000+02:00,2026-03-24T18:49:00.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422378/%D8%B4%D9%87%D9%8A%D8%AF-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%A7%D8%B3%D8%AA%D9%87%D8%AF%D9%81%D8%AA-%D9%83%D9%88%D9%86%D9%8A%D9%86-2,422378,0,0,
INC-0188,2026-03-24,محرونة (Mahrouneh),محرونة,Zahrani,South Lebanon,1,0,drone strike,motorcycle,2026-03-24T09:55:26.000+02:00,2026-03-24T09:55:26.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422216/%D9%85%D8%B3%D9%8A%D8%B1%D8%A9-%D9%85%D8%B9%D8%A7%D8%AF%D9%8A%D8%A9-%D8%AA%D8%B3%D8%AA%D9%87%D8%AF%D9%81-%D8%AF%D8%B1%D8%A7%D8%AC%D8%A9-%D9%86%D8%A7%D8%B1%D9%8A%D8%A9-%D9%81%D9%8A-%D8%A8%D9%84%D8%AF%D8%A9-%D9%85%D8%AD%D8%B1%D9%88%D9%86%D8%A9-%D9%88%D8%B3%D9%82%D9%88%D8%B7-%D8%B4%D9%87%D9%8A%D8%AF-2,422216,0,0,
INC-0189,2026-03-24,مخيم المية ومية (Mieh Mieh camp),مخيم المية ومية,Sidon,South Lebanon,2,4,airstrike,apartment,2026-03-24T09:38:00.000+02:00,2026-03-24T22:38:18.000+02:00,3,https://www.nna-leb.gov.lb/ar/news/422210/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B2%D9%84-%D9%81%D9%8A-%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D9%88%D9%85%D9%8A%D8%A9-2;https://www.nna-leb.gov.lb/ar/news/422236/(%D9%85%D8%B5%D8%AD%D8%AD)-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%88%D8%AC%D8%B1%D9%8A%D8%AD-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D9%85%D8%AE%D9%8A%D9%85-%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D9%88%D9%85%D9%8A%D8%A9-%D9%81%D9%8A-%D8%B5%D9%8A%D8%AF%D8%A7-2;https://www.nna-leb.gov.lb/ar/news/422406/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D9%85%D9%8A%D8%A9-%D9%88%D9%85%D9%8A%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%884-%D8%AC%D8%B1%D8%AD%D9%89-2,422210;422236;422406,0,0,corrected down to 2 in 422236/422406 (named: Al-Kaoush + wife; son injured) - use 2 | CORRECTION of 422210 (3->2); named: Al-Kaoush + wife; confirmed in 422406 | MoPH confirmation of the corrected 422236 chain - do not double count
INC-0190,2026-03-25,Zawtar al-Sharqiya/al-Gharbiya area,بين زوطر الشرقية وزوطر الغربية,Nabatieh,Nabatieh,2,0,airstrike,residence,2026-03-25T08:00:52.000+02:00,2026-03-25T08:00:52.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422441/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B2%D9%84-%D8%A8%D9%8A%D9%86-%D8%A8%D9%84%D8%AF%D8%AA%D9%8A-%D8%B2%D9%88%D8%B7%D8%B1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D9%88%D8%B2%D9%88%D8%B7%D8%B1-%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9-2,422441,1,0,
INC-0191,2026-03-25,البيسارية (Beisariyeh),البيسارية,Nabatieh,Nabatieh,2,,airstrike,residence,2026-03-25T17:29:20.000+02:00,2026-03-25T17:29:20.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422527/%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AC%D8%B1%D8%AD%D9%89-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D9%85%D9%83%D8%AB%D9%81%D8%A9-%D9%88%D9%82%D8%B5%D9%81-%D9%85%D8%AF%D9%81%D8%B9%D9%8A-%D9%85%D8%B9%D8%A7%D8%AF-%D8%A8%D8%B9%D8%AF-%D8%A7%D9%84%D8%B8%D9%87%D8%B1-2,422527,0,0,"district uncertain, verify; roundup article covers many other same-afternoon strikes/shelling (Bint Jbeil city, Bayyada, Naqoura, Qaaqaait al-Sanawbar, Tibnine, Yatar, Khiam, Majdal Zoun, Deir Siryan x5, Khiam house demolitions, empty homes in Majadel/Joya) w/ no deaths reported for any of those"
INC-0192,2026-03-25,باتوليه (Batouliyeh),باتوليه,Tyre,South Lebanon,1,1,airstrike,residence,2026-03-25T05:58:14.000+02:00,2026-03-25T05:58:14.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422420/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%B4%D8%AE%D8%B5-%D9%88%D8%AC%D8%B1%D8%AD-%D8%A2%D8%AE%D8%B1-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D9%86%D8%B2%D9%84-%D8%A8%D8%A7%D8%AA%D9%88%D9%84%D9%8A%D9%87-2,422420,0,0,
INC-0193,2026-03-25,حاروف (Haroof),حاروف,Nabatieh,Nabatieh,2,8,airstrike,residence,2026-03-25T18:22:11.000+02:00,2026-03-25T22:03:57.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/422535/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AD%D8%A7%D8%B1%D9%88%D9%81-2;https://www.nna-leb.gov.lb/ar/news/422584/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D8%A7%D8%AB%D9%86%D9%8A%D9%86-%D9%88%D8%AC%D8%B1%D8%AD-8-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%AD%D8%A7%D8%B1%D9%88%D9%81-2,422535;422584,0,0,named: Sheikh Hussein al-Naji + wife; confirmed in 422584 | MoPH confirmation of 422535 - do not double count
INC-0194,2026-03-25,كونين (Kounine),كونين,Bint Jbeil,Nabatieh,3,4,airstrike,unspecified,2026-03-25T21:35:41.000+02:00,2026-03-25T21:35:41.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422579/%D8%B7%D9%88%D8%A7%D8%B1%D8%A6-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-3-%D9%88%D8%AC%D8%B1%D8%AD-11-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%AA%D9%8A%D9%86-%D8%B9%D9%84%D9%89-%D8%AA%D9%88%D9%84%D9%8A%D9%86-%D9%88%D9%83%D9%88%D9%86%D9%8A%D9%86-2,422579,0,0,"distinct date from the March 24 Kounine strike (422378, batch 7); same-article Toulin strike had injuries only, no death"
INC-0195,2026-03-26,بنت جبيل (Bint Jbeil - Saf al-Hawa area),بنت جبيل - صف الهوا,Bint Jbeil,Nabatieh,3,0,airstrike,unspecified,2026-03-26T09:52:17.000+02:00,2026-03-26T09:52:17.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422642/3-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%85%D8%AD%D9%84%D8%A9-%D8%B5%D9%81-%D8%A7%D9%84%D9%87%D9%88%D8%A7-%D9%81%D9%8A-%D9%85%D8%AF%D9%8A%D9%86%D8%A9-%D8%A8%D9%86%D8%AA-%D8%AC%D8%A8%D9%8A%D9%84-2,422642,0,0,second distinct Saf al-Hawa strike this study period - different date from 419162 (batch 4)
INC-0196,2026-03-26,كفررمان (Kfarremen),كفررمان,Bint Jbeil,Nabatieh,2,8,airstrike,residential/commercial building,2026-03-26T09:58:14.000+02:00,2026-03-26T21:42:35.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/422645/%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%88%D8%AA%D8%AF%D9%85%D9%8A%D8%B1-%D9%85%D8%A8%D9%86%D9%89-%D8%B3%D9%83%D9%86%D9%8A-%D9%88%D8%AA%D8%AC%D8%A7%D8%B1%D9%8A-%D9%81%D9%8A-%D8%AD%D9%8A-%D8%A7%D9%84%D9%85%D8%B9%D8%A7%D9%82%D9%8A%D9%84-%D9%81%D9%8A-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-2;https://www.nna-leb.gov.lb/ar/news/422813/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D9%83%D9%81%D8%B1%D8%B1%D9%85%D8%A7%D9%86-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D8%A7%D8%AB%D9%86%D8%A7%D9%86-%D9%888-%D8%AC%D8%B1%D8%AD%D9%89-2,422645;422813,0,0,update/confirmation in 422813 (2/8 injured) | MoPH confirmation of 422645 - do not double count
INC-0197,2026-03-27,Kfartebnit-Arnoun-Nabatieh roundabout,دوار كفرتبنيت - ارنون - النبطية,Nabatieh,Nabatieh,2,,strike on responder post,"Islamic Health Authority point (medics, explicit)",2026-03-28T06:10:47.000+02:00,2026-03-28T06:10:47.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/423086/%D8%A7%D8%B3%D8%AA%D8%B4%D9%87%D8%A7%D8%AF-%D9%85%D8%B3%D8%B9%D9%81%D9%8A%D9%86-%D8%A8%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%86%D8%AF-%D8%AF%D9%88%D8%A7%D8%B1-%D9%83%D9%81%D8%B1%D8%AA%D8%A8%D9%86%D9%8A%D8%AA--%D8%A7%D8%B1%D9%86%D9%88%D9%86--%D8%A7%D9%84%D9%86%D8%A8%D8%B7%D9%8A%D8%A9-%D9%88%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%AF%D9%88%D9%8A%D8%B1-%D9%88%D8%AD%D8%A7%D8%B1%D9%88%D9%81-%D9%88%D9%83%D9%81%D8%B1%D8%B5%D9%8A%D8%B1-%D9%88%D8%B9%D8%B1%D8%A8%D8%B5%D8%A7%D9%84%D9%8A%D9%85-%D9%88%D9%82%D8%B5%D9%81-%D9%84%D9%8A%D8%AD%D9%85%D8%B1-%D8%A7%D9%84%D8%B4%D9%82%D9%8A%D9%81-%D9%88%D8%A7%D8%B1%D9%86%D9%88%D9%86-2,423086,1,0,"event_date corrected from Mar 28 (publish date) to Mar 27 per explicit 'ليل الخميس-الجمعة' (Thu-Fri night) text - validation audit fix; this pushes it off 423091's Mar 28 date, so no longer treated as the same incident (previously merged as a likely-discrepant duplicate) - now standalone, flag for user review whether still related; article also covers Al-Dawir/Haroof/Kfarsir/Arabsalim strikes and Yohmor al-Shaqif/Arnoun shelling w/ no deaths given here"
INC-0198,2026-03-27,البزالية (Bzaaliyeh),البزالية,Baalbek,Baalbek-Hermel,1,7,airstrike,residence,2026-03-27T11:25:00.000+02:00,2026-03-27T15:08:08.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/422925/%D8%B4%D9%87%D9%8A%D8%AF-%D9%81%D9%8A-%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A8%D9%84%D8%AF%D8%A9-%D8%A7%D9%84%D8%A8%D8%B2%D8%A7%D9%84%D9%8A%D8%A9-2;https://www.nna-leb.gov.lb/ar/news/422997/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9--%D8%B4%D9%87%D9%8A%D8%AF%D8%A9-%D8%AD%D8%A7%D9%85%D9%84-%D8%A8%D8%AA%D9%88%D8%A3%D9%85-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%A8%D8%B2%D8%A7%D9%84%D9%8A%D8%A9-2,422925;422997,0,0,"victim identified as a pregnant woman carrying twins in update 422997 | detail/update to 422925 - same victim (pregnant woman w/ twins), not additive"
INC-0199,2026-03-27,السكسكية (Al-Suksukiyeh),السكسكية,Sidon,South Lebanon,6,17,airstrike,populated residence,2026-03-27T12:32:22.000+02:00,2026-03-27T16:21:00.000+02:00,2,https://www.nna-leb.gov.lb/ar/news/422950/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D9%81%D9%8A-%D8%AD%D8%B5%D9%8A%D9%84%D8%A9-%D8%A3%D9%88%D9%84%D9%8A%D8%A9-%D9%84%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B3%D9%83%D8%B3%D9%83%D9%8A%D8%A9-4-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D9%88%D8%AB%D9%85%D8%A7%D9%86%D9%8A%D8%A9-%D8%AC%D8%B1%D8%AD%D9%89-2;https://www.nna-leb.gov.lb/ar/news/423013/%D8%B7%D9%88%D8%A7%D8%B1%D9%89%D8%A1-%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-6-%D8%B4%D9%87%D8%AF%D8%A7%D8%A1-%D8%A8%D9%8A%D9%86%D9%87%D9%85-3-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-%D9%8817-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-%D8%A8%D8%A8%D9%86%D9%87%D9%85-7-%D8%A7%D8%B7%D9%81%D8%A7%D9%84-2,422950;423013,0,0,"update in 423013 (two combined strikes, final: 6 incl. 3 children) | MoPH update to 422950 chain (two combined strikes: 4->6, incl. 3 children)"
INC-0200,2026-03-27,الصرفند (Al-Sarafand),الصرفند,Sidon,South Lebanon,1,17,airstrike,unspecified,2026-03-27T20:54:02.000+02:00,2026-03-27T20:54:02.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/423063/%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%A7%D9%84%D8%B5%D8%B1%D9%81%D9%86%D8%AF-%D8%B4%D9%87%D9%8A%D8%AF-%D9%8817-%D8%AC%D8%B1%D9%8A%D8%AD%D8%A7-2,423063,0,0,
INC-0201,2026-03-27,تحويطة الغدير (Tahwitat al-Ghadir),تحويطة الغدير,Baabda,Mount Lebanon,2,0,airstrike,unspecified,2026-03-27T10:49:14.000+02:00,2026-03-27T10:49:14.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422909/%D8%A7%D9%84%D8%B5%D8%AD%D8%A9-%D8%B4%D9%87%D9%8A%D8%AF%D8%A7%D9%86-%D9%81%D9%8A-%D8%A7%D9%84%D8%BA%D8%A7%D8%B1%D8%A9-%D8%B9%D9%84%D9%89-%D8%AA%D8%AD%D9%88%D9%8A%D8%B7%D8%A9-%D8%A7%D9%84%D8%BA%D8%AF%D9%8A%D8%B1-%D9%81%D8%AC%D8%B1%D8%A7-2,422909,0,0,
INC-0202,2026-03-27,زوطر الشرقية (Zawtar al-Sharqiya),زوطر الشرقية,Nabatieh,Nabatieh,2,0,airstrike,residence,2026-03-27T12:47:57.000+02:00,2026-03-27T12:47:57.000+02:00,1,https://www.nna-leb.gov.lb/ar/news/422956/%D8%BA%D8%A7%D8%B1%D8%A7%D8%AA-%D8%A5%D8%B3%D8%B1%D8%A7%D8%A6%D9%8A%D9%84%D9%8A%D8%A9-%D8%B9%D9%84%D9%89-%D8%B2%D9%88%D8%B7%D8%B1-%D8%A7%D9%84%D8%B4%D8%B1%D9%82%D9%8A%D8%A9-%D9%88%D8%A7%D9%84%D8%BA%D8%B1%D8%A8%D9%8A%D8%A9-%D8%AA%D8%B3%D9%82%D8%B7-%D8%B4%D9%87%D9%8A%D8%AF%D9%8A%D9%86-%D9%88%D8%AA%D8%AF%D9%85%D9%91%D8%B1-%D9%85%D9%86%D8%B2%D9%84%D9%8B%D8%A7-2,422956,0,0,fifth distinct Zawtar al-Sharqiya incident this study period - different date; article also mentions a second strike on open land and a Zawtar al-Gharbiya strike w/ no deaths
