article_id,include,exclusion_reason,event_date,event_time_if_known,location_raw,town,district,governorate,deaths_reported,injuries_reported,attack_type,target_description,preliminary_or_final,location_ambiguous,casualty_count_ambiguous,notes
423950b,1,,2026-03-31,afternoon,كفرا,كفرا (Kfarra),Bint Jbeil,Nabatieh,2,0,airstrike,unspecified,preliminary,0,0,"same source article as 423950; split into own row (different town) - possibly overlaps with 423953's Kfarra responder-point strike (same day), flag for merge review"
423952,1,,2026-03-31,,صريفا,صريفا (Srifa),Tyre,South Lebanon,3,19,airstrike,unspecified,preliminary,0,0,MoPH update to 423850 (2->3)
423953,1,,2026-03-31,,كفرا,كفرا (Kfarra),Bint Jbeil,Nabatieh,1,2,strike on responder gathering point,"medic, Islamic Resalah Scouts (explicit)",preliminary,0,0,possibly the same or an overlapping strike as 423950b's 2-dead Kfarra report (same day) - flag heavily for merge review; +11 civilians injured
423955,1,,2026-03-31,,النجارية,النجارية (Najariyeh),Sidon,South Lebanon,4,,airstrike,residence,preliminary,0,0,"MoPH figure for 423948 chain, lower than the '5+' initial estimate - flag discrepancy; 2 of 4 dead are women"
423971,1,,2026-03-31,,أوتوستراد خلدة,خلدة (Khaldeh highway),Chouf,Mount Lebanon,2,0,strike on vehicle,car,preliminary,0,0,"district uncertain, verify; update/confirmation in 423973"
423973,1,,2026-03-31,,خلدة,خلدة (Khaldeh),Chouf,Mount Lebanon,2,3,strike on vehicle,car,preliminary,0,0,MoPH confirmation of 423971 - do not double count; article separately clarifies (fact-check) that no patient evacuation occurred at Al-Zahraa hospital re: an unrelated Jnah-area rumor - not an incident
423975,0,"Event occurred 2026-04-01, outside the study period (March 2-31); sitemap window was extended only to catch delayed reports of March events, not to add April incidents",,,,,,,,,,,,,,same incident as 424071 - both out of scope
424071,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,same incident as 423975 - both out of scope
424212,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
424248,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
424581,0,"Event occurred 2026-04-01 ('this afternoon', explicit in text), outside the study period (March 2-31)",,,,,,,,,,,,,,
424582,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
424619,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
424696,0,"Event occurred 2026-04-01, outside the study period (March 2-31)",,,,,,,,,,,,,,
428138,0,"Event occurred 2026-04-02 ('dawn today', explicit in text), outside the study period (March 2-31)",,,,,,,,,,,,,,
428397,0,MoPH toll for the same April 2 Al-Ramadiyeh strike as 428138's context - outside the study period (March 2-31),,,,,,,,,,,,,,
428709,0,"Event occurred 2026-04-02, outside the study period (March 2-31)",,,,,,,,,,,,,,
429452,0,"General daily+cumulative toll bulletin (MoPH), not a single-incident report",,,,,,,,,,,,,,
